date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-01 00:00:00,1.4598358440272794,4.868764304211042,95.07997775849206
2011-01-01 01:00:00,1.8255926409023215,7.155402746349534,111.93869648529414
2011-01-01 02:00:00,1.7240042751793478,7.604923438336914,108.62029763375905
2011-01-01 03:00:00,1.8505940169658412,8.633881855124404,113.95314876089571
2011-01-01 04:00:00,1.3026556462480727,6.983545359845469,86.07295804017394
2011-01-01 05:00:00,1.1344467484179999,4.868764304211042,73.22930943997203
2011-01-01 06:00:00,1.0812056040300286,4.736741450947964,68.61570308015617
2011-01-01 07:00:00,1.0966834813736335,4.237972899506992,71.3081784888829
2011-01-01 08:00:00,1.1693289042113852,3.540694816493749,74.63464309192373
2011-01-01 09:00:00,1.2718219572577039,3.159344144260531,83.3336218654803
2011-01-01 10:00:00,1.5212466206034552,4.615153250338478,101.42034598858463
2011-01-01 11:00:00,1.5317814938931267,4.836599828243153,101.06572999976697
2011-01-01 12:00:00,1.8417857194571214,7.155402746349534,111.93869648529414
2011-01-01 13:00:00,2.3331985399923085,9.799999667820723,147.36051454574394
2011-01-01 14:00:00,2.1015849882614894,9.347323009816405,133.3523784326078
2011-01-01 15:00:00,1.7449502450134833,6.886237026709533,112.62642871534632
2011-01-01 16:00:00,2.024620333816667,8.592628528774503,132.7909166837492
2011-01-01 17:00:00,2.420336188360622,10.30928443846555,146.1562008146216
2011-01-01 18:00:00,4.287230603930653,17.22446029775044,275.7436097211658
2011-01-01 19:00:00,2.990606033245381,12.68279817878338,190.05047071305407
2011-01-01 20:00:00,2.0595497727896355,7.473077259921015,132.36714272138485
2011-01-01 21:00:00,2.073174496158673,9.002661491819117,134.91141803444455
2011-01-01 22:00:00,1.7404629960549916,6.549437935421582,112.01306265877001
2011-01-01 23:00:00,1.6888507256369472,5.531427016119037,109.04436398091285
2011-01-02 00:00:00,1.5705596846101118,5.5370823736436385,105.66325967774662
2011-01-02 01:00:00,1.2893131662323702,4.836599828243153,85.51307212649003
2011-01-02 02:00:00,1.0897520483090253,2.947560504458416,69.52120750785456
2011-01-02 03:00:00,1.1221074910614146,4.237273714137082,72.77391515367968
2011-01-02 04:00:00,1.0435789772061475,3.887340894739921,67.77040474941113
2011-01-02 05:00:00,0.8822717668640895,3.4974835388374514,59.197301102566065
2011-01-02 06:00:00,0.8167263833248443,2.7378375120093517,54.07319281283876
2011-01-02 07:00:00,0.9911413596455354,3.1290053656963863,62.34083835743684
2011-01-02 08:00:00,1.0978934198533459,2.947560504458416,71.3081784888829
